Carport,Dapur,Daya Listrik,Garasi,Jumlah Lantai,Kamar Mandi,Kamar Tidur,Kondisi Perabotan,Luas Bangunan,Luas Tanah,Nomor Lantai,Sertifikat,Tahun Dibangun,address,latitude,longitude,price_currency,price_unit,price_value
,,2200 Watt,,2.0,3.0,3.0,Semi Furnished,180 m²,144 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"4,99"
2.0,,,,1.0,3.0,4.0,,250 m²,308 m²,,SHM - Sertifikat Hak Milik,,"Cipete, Jakarta Selatan",-6.2716448,106.8030892,Rp,Miliar,"6,3"
,,,1.0,2.0,3.0,5.0,Semi Furnished,210 m²,274 m²,,SHM - Sertifikat Hak Milik,,"Cipete, Jakarta Selatan",-6.2716448,106.8030892,Rp,Miliar,"5,8"
,,7700 Watt,3.0,2.0,3.0,4.0,Semi Furnished,400 m²,230 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Lama, Jakarta Selatan",-6.250476837158203,106.78661346435547,Rp,Miliar,"5,8"
,,2200 Watt,1.0,2.0,2.0,2.0,Unfurnished,100 m²,80 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cirendeu, Jakarta Selatan",-6.3122945,106.7703701,Rp,Miliar,"1,87"
4.0,2.0,11000 Watt,4.0,2.0,3.0,5.0,Unfurnished,1000 m²,1989 m²,,SHM - Sertifikat Hak Milik,1996.0,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,64
,,,,2.0,4.0,4.0,Semi Furnished,250 m²,144 m²,,SHM - Sertifikat Hak Milik,,"Green Lake City, Jakarta Barat",-6.180283,106.710804,Rp,Miliar,"3,9"
1.0,2.0,3500 Watt,,2.0,3.0,4.0,Unfurnished,150 m²,122 m²,,SHM - Sertifikat Hak Milik,2005.0,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,"4,6"
2.0,1.0,2200 Watt,,2.0,4.0,4.0,,165 m²,88 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cipayung, Jakarta Timur",-6.3153539,106.8928693,Rp,Miliar,"2,07"
3.0,1.0,2200 Watt,1.0,3.0,4.0,4.0,,250 m²,182 m²,,SHM - Sertifikat Hak Milik,2023.0,"Pasar Rebo, Jakarta Timur",-6.326564899999999,106.8559596,Rp,Miliar,"3,45"
,,,,,3.0,3.0,Semi Furnished,260 m²,,,SHM - Sertifikat Hak Milik,2021.0,"Menteng, Jakarta Pusat",-6.1937297,106.8392111,Rp,Miliar,17
,,,,,2.0,2.0,Semi Furnished,153 m²,,,SHM - Sertifikat Hak Milik,,"Pakubuwono, Jakarta Selatan",-6.238702,106.786477,Rp,Miliar,"4,5"
,,,,2.0,3.0,4.0,Unfurnished,345 m²,240 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"8,8"
,,,,2.0,4.0,4.0,,275 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Intercon, Jakarta Barat",-6.2021846,106.7502816,Rp,Miliar,"7,5"
,,,,,2.0,3.0,Unfurnished,190 m²,,4.0,SHM - Sertifikat Hak Milik,2010.0,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,"2,9"
2.0,1.0,3500 Watt,1.0,2.0,3.0,4.0,Semi Furnished,280 m²,257 m²,,SHM - Sertifikat Hak Milik,2015.0,"Kemanggisan, Jakarta Barat",-6.190262199999999,106.791291,Rp,Miliar,"5,75"
,,4400 Watt,,1.0,,,,120 m²,90 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"2,9"
,1.0,6600 Watt,2.0,2.0,3.0,5.0,Unfurnished,500 m²,400 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Baru, Jakarta Selatan",-6.245698928833008,106.80892944335938,Rp,Miliar,21
1.0,1.0,5500 Watt,2.0,3.0,5.0,4.0,Unfurnished,444 m²,423 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2021.0,"Golf Island, Jakarta Utara",-6.0912957191467285,106.7445297241211,Rp,Miliar,"16,9"
2.0,1.0,5500 Watt,,2.0,3.0,3.0,Semi Furnished,250 m²,135 m²,,SHM - Sertifikat Hak Milik,2015.0,"Puri Mansion, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,"3,9"
3.0,1.0,3500 Watt,,2.0,3.0,4.0,,170 m²,125 m²,,SHM - Sertifikat Hak Milik,2024.0,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"2,55"
3.0,1.0,5500 Watt,,2.0,3.0,2.0,Semi Furnished,160 m²,135 m²,,SHM - Sertifikat Hak Milik,,"Puri Indah, Jakarta Barat",-6.1866383,106.7425049,Rp,Miliar,"3,9"
,,,,2.0,2.0,3.0,,102 m²,102 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,unknown,unknown,unknown
,1.0,2200 Watt,1.0,2.0,2.0,2.0,Unfurnished,68 m²,35 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cipinang, Jakarta Timur",-6.209889888763428,106.89871978759766,Rp,Juta,805
,,,,3.0,3.0,4.0,Semi Furnished,350 m²,180 m²,,SHM - Sertifikat Hak Milik,,"Permata Buana, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,"8,8"
,,,,,2.0,3.0,,180 m²,102 m²,,SHM - Sertifikat Hak Milik,,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"2,5"
,1.0,10000 Watt,,3.0,4.0,4.0,Semi Furnished,450 m²,230 m²,,SHM - Sertifikat Hak Milik,2015.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1236701011657715,106.75318145751953,Rp,Miliar,"8,9"
,,4400 Watt,,1.0,,,,100 m²,75 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"2,35"
2.0,2.0,16500 Watt,2.0,2.0,4.0,7.0,Semi Furnished,1020 m²,760 m²,,SHM - Sertifikat Hak Milik,2009.0,"Tebet, Jakarta Selatan",-6.22584,106.85681,Rp,Miliar,16
1.0,1.0,,2.0,2.0,3.0,3.0,Unfurnished,300 m²,190 m²,,SHM - Sertifikat Hak Milik,2007.0,"Citra Garden, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"6,5"
,1.0,,,3.0,3.0,4.0,Unfurnished,400 m²,320 m²,,,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,15
1.0,,2200 Watt,,1.0,1.0,2.0,Unfurnished,50 m²,70 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.136937199999999,106.8620891,Rp,Miliar,"1,3"
1.0,,,,3.0,4.0,5.0,Semi Furnished,200 m²,92 m²,,SHM - Sertifikat Hak Milik,,"Kebagusan, Jakarta Selatan",-6.3115948,106.8325872,Rp,Miliar,"2,5"
2.0,1.0,4400 Watt,2.0,2.0,3.0,4.0,Semi Furnished,500 m²,300 m²,,SHM - Sertifikat Hak Milik,2012.0,"Condet, Jakarta Timur",-6.2826324,106.8552318,Rp,Miliar,"4,2"
3.0,1.0,2200 Watt,2.0,2.0,3.0,4.0,Semi Furnished,250 m²,385 m²,,SHM - Sertifikat Hak Milik,2014.0,"Condet, Jakarta Timur",-6.2826324,106.8552318,Rp,Miliar,"6,7"
2.0,1.0,4400 Watt,2.0,,4.0,4.0,Semi Furnished,300 m²,322 m²,,SHM - Sertifikat Hak Milik,2015.0,"Duren Sawit, Jakarta Timur",-6.2321915,106.9152021,Rp,Miliar,"3,6"
,,,,2.0,4.0,4.0,Unfurnished,720 m²,402 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.13716983795166,106.86524200439453,Rp,Miliar,"11,5"
2.0,1.0,5500 Watt,,2.0,4.0,4.0,Furnished,400 m²,600 m²,,SHM - Sertifikat Hak Milik,2015.0,"Taman Meruya, Jakarta Barat",-6.1935444,106.7419278,unknown,unknown,unknown
,,1300 Watt,,2.0,3.0,4.0,,113 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"1,39"
,,,,,2.0,3.0,Furnished,108 m²,,8.0,HGB - Hak Guna Bangunan,2005.0,"Pantai Mutiara, Jakarta Utara",-6.1056038,106.7936639,Rp,Miliar,"2,6"
,1.0,3300 Watt,4.0,1.0,2.0,3.0,Unfurnished,200 m²,871 m²,,SHM - Sertifikat Hak Milik,,"Joglo, Jakarta Barat",-6.218219100000001,106.7453307,Rp,Miliar,"6,5"
,,4400 Watt,,1.0,3.0,4.0,,500 m²,250 m²,,SHM - Sertifikat Hak Milik,,"Citra Garden, Jakarta Barat",-6.1494199,106.71167,Rp,Miliar,6
,,,,1.0,,,,400 m²,264 m²,,SHM - Sertifikat Hak Milik,2012.0,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,12
,,3500 Watt,,2.0,2.0,2.0,Semi Furnished,120 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Kalideres, Jakarta Barat",-6.1568457,106.7038324,Rp,Miliar,"1,95"
,1.0,4400 Watt,,2.0,4.0,5.0,Unfurnished,300 m²,211 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Baru, Jakarta Selatan",-6.245698928833008,106.80892944335938,Rp,Miliar,17
1.0,1.0,,,2.0,1.0,2.0,Unfurnished,81 m²,105 m²,,SHM - Sertifikat Hak Milik,2005.0,"Metland Puri, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"1,85"
,1.0,,,5.0,23.0,23.0,,402 m²,73 m²,,HGB - Hak Guna Bangunan,,"Cempaka Putih, Jakarta Pusat",-6.1868333,106.8665002,Rp,Miliar,"8,5"
,,23000 Watt,,1.0,,,,998 m²,420 m²,,SHM - Sertifikat Hak Milik,2021.0,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,23
,,,,,4.0,4.0,,525 m²,500 m²,,,2020.0,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,34
,1.0,,,2.0,2.0,3.0,Furnished,90 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Semanan, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,"1,5"
2.0,1.0,,2.0,2.0,3.0,3.0,Unfurnished,110 m²,90 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"2,25"
2.0,1.0,,,2.0,3.0,3.0,Unfurnished,140 m²,125 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.19665,106.73186,Rp,Miliar,"2,15"
2.0,,,2.0,2.0,3.0,3.0,Unfurnished,80 m²,60 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.19665,106.73186,Rp,Miliar,"1,55"
2.0,1.0,,2.0,2.0,3.0,3.0,Unfurnished,105 m²,75 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"1,7"
2.0,1.0,,2.0,2.0,3.0,3.0,Unfurnished,140 m²,120 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"2,45"
2.0,1.0,,2.0,2.0,3.0,3.0,Unfurnished,140 m²,125 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"2,35"
2.0,1.0,2200 Watt,2.0,2.0,3.0,3.0,Unfurnished,125 m²,90 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"1,99"
2.0,1.0,,2.0,2.0,3.0,3.0,Unfurnished,140 m²,125 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"2,15"
2.0,1.0,2200 Watt,2.0,2.0,3.0,3.0,Unfurnished,85 m²,87 m²,,SHM - Sertifikat Hak Milik,2022.0,"Meruya, Jakarta Barat",-6.19665,106.73186,Rp,Miliar,"1,99"
2.0,1.0,2200 Watt,2.0,2.0,3.0,3.0,Unfurnished,140 m²,120 m²,,SHM - Sertifikat Hak Milik,2023.0,"Meruya, Jakarta Barat",-6.1970854,106.7382072,Rp,Miliar,"1,95"
1.0,1.0,4400 Watt,1.0,2.0,3.0,3.0,Semi Furnished,180 m²,90 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"2,95"
,,,,3.0,3.0,3.0,Semi Furnished,264 m²,120 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"6,5"
,,,2.0,2.0,3.0,4.0,Unfurnished,300 m²,250 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"9,6"
,1.0,2200 Watt,,2.0,3.0,3.0,,96 m²,96 m²,,"Lainnya (PPJB,Girik,Adat,dll)",,"Metland Puri, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"3,25"
1.0,1.0,4400 Watt,1.0,2.0,3.0,4.0,,160 m²,160 m²,,SHM - Sertifikat Hak Milik,,"Cengkareng, Jakarta Barat",-6.150720119476318,106.74404907226562,Rp,Miliar,"4,8"
,,,,1.0,5.0,5.0,,580 m²,616 m²,,SHM - Sertifikat Hak Milik,,"Permata Hijau, Jakarta Selatan",-6.2223439,106.7862716,Rp,Miliar,"28,3"
1.0,1.0,5500 Watt,1.0,2.0,3.0,4.0,Unfurnished,250 m²,200 m²,,SHM - Sertifikat Hak Milik,2000.0,"Pondok Indah, Jakarta Selatan",-6.275400161743164,106.78205871582031,Rp,Miliar,"8,5"
1.0,1.0,,,2.0,1.0,4.0,Unfurnished,150 m²,108 m²,,SHM - Sertifikat Hak Milik,2015.0,"Kelapa Gading, Jakarta Utara",-6.15808,106.91815,Rp,Miliar,"2,4"
2.0,2.0,16500 Watt,2.0,4.0,4.0,6.0,Semi Furnished,900 m²,374 m²,,SHM - Sertifikat Hak Milik,2023.0,"Taman Meruya, Jakarta Barat",-6.1935444,106.7419278,Rp,Miliar,9
2.0,1.0,,2.0,1.0,4.0,4.0,Unfurnished,600 m²,1375 m²,,SHM - Sertifikat Hak Milik,1995.0,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,unknown,unknown,unknown
,1.0,,3.0,2.0,4.0,5.0,Furnished,320 m²,199 m²,,SHM - Sertifikat Hak Milik,,"Jagakarsa, Jakarta Selatan",-6.3360601,106.8256645,Rp,Miliar,5
2.0,1.0,,1.0,2.0,4.0,4.0,Semi Furnished,400 m²,300 m²,,SHM - Sertifikat Hak Milik,1990.0,"Intercon, Jakarta Barat",-6.2021846,106.7502816,Rp,Miliar,"7,35"
1.0,1.0,10600 Watt,2.0,2.0,2.0,3.0,Furnished,528 m²,176 m²,,SHM - Sertifikat Hak Milik,,"Duri Kepa, Jakarta Barat",-6.169184599999999,106.7748596,Rp,Miliar,"3,9"
1.0,2.0,7700 Watt,1.0,2.0,3.0,4.0,Semi Furnished,350 m²,208 m²,,SHM - Sertifikat Hak Milik,,"Pancoran, Jakarta Selatan",-6.2554837,106.8429756,unknown,unknown,unknown
2.0,,4400 Watt,2.0,3.0,3.0,3.0,Semi Furnished,400 m²,136 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,"9,5"
4.0,2.0,23000 Watt,2.0,2.0,4.0,6.0,Semi Furnished,600 m²,1000 m²,,SHM - Sertifikat Hak Milik,2018.0,"Lebak Bulus, Jakarta Selatan",-6.3031123,106.7794935,Rp,Miliar,22
1.0,,3300 Watt,1.0,2.0,3.0,3.0,Semi Furnished,160 m²,120 m²,,SHM - Sertifikat Hak Milik,2014.0,"Green Lake City, Jakarta Barat",-6.1852561,106.703769,Rp,Miliar,"3,29"
2.0,1.0,5500 Watt,,1.0,1.0,2.0,Unfurnished,120 m²,150 m²,,SHM - Sertifikat Hak Milik,,"Taman Meruya, Jakarta Barat",-6.1935444,106.7419278,Rp,Miliar,"2,45"
1.0,1.0,2200 Watt,,1.0,2.0,2.0,Unfurnished,75 m²,42 m²,,SHM - Sertifikat Hak Milik,,"Taman Ratu, Jakarta Barat",-6.172144,106.7675632,Rp,Miliar,"1,8"
4.0,2.0,,4.0,1.0,5.0,4.0,Semi Furnished,600 m²,750 m²,,SHM - Sertifikat Hak Milik,,"Menteng, Jakarta Pusat",-6.19638,106.83789,Rp,Miliar,54
,,,,2.0,3.0,3.0,,150 m²,105 m²,,SHM - Sertifikat Hak Milik,,"Metland Puri, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"2,7"
,,2200 Watt,,3.0,3.0,3.0,Unfurnished,100 m²,37 m²,,SHM - Sertifikat Hak Milik,,"Tanjung Duren, Jakarta Barat",-6.1713515,106.7839175,Rp,Miliar,"1,25"
,,,,2.0,3.0,4.0,,250 m²,540 m²,,SHM - Sertifikat Hak Milik,2015.0,"Jelambar, Jakarta Barat",-6.159817599999999,106.7853922,Rp,Miliar,13
8.0,2.0,,8.0,2.0,5.0,5.0,Unfurnished,1450 m²,2800 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,180
,,,,2.0,3.0,3.0,Unfurnished,450 m²,312 m²,,SHM - Sertifikat Hak Milik,,"Menteng, Jakarta Pusat",-6.19638,106.83789,Rp,Miliar,20
,,,5.0,2.0,5.0,5.0,Unfurnished,500 m²,569 m²,,SHM - Sertifikat Hak Milik,,"Kemang, Jakarta Selatan",-6.266904,106.823931,Rp,Miliar,"25,5"
,,,2.0,2.0,4.0,4.0,Semi Furnished,995 m²,430 m²,,SHM - Sertifikat Hak Milik,,"Pondok Indah, Jakarta Selatan",-6.2754,106.78206,Rp,Miliar,23
,,2200 Watt,,1.0,3.0,3.0,Unfurnished,136 m²,60 m²,,SHM - Sertifikat Hak Milik,2024.0,"Kalibata, Jakarta Selatan",-6.264319896697998,106.8421630859375,Rp,Miliar,"2,5"
,,5500 Watt,6.0,,6.0,10.0,,205 m²,180 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.199999809265137,106.81666564941406,Rp,Miliar,"4,2"
,,4400 Watt,1.0,2.0,2.0,3.0,Unfurnished,270 m²,165 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.2251223,106.8549881,Rp,Miliar,"4,5"
3.0,2.0,,3.0,2.0,3.0,4.0,Unfurnished,375 m²,473 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,13
3.0,1.0,6600 Watt,1.0,2.0,3.0,5.0,Semi Furnished,340 m²,270 m²,,SHM - Sertifikat Hak Milik,,"Pluit, Jakarta Utara",-6.113894200000001,106.7853922,Rp,Miliar,"8,8"
2.0,1.0,3500 Watt,,2.0,3.0,3.0,Semi Furnished,168 m²,108 m²,,SHM - Sertifikat Hak Milik,2010.0,"Kelapa Gading, Jakarta Utara",-6.161308699999999,106.9049822,Rp,Miliar,"2,5"
,,,,2.0,3.0,4.0,Unfurnished,180 m²,140 m²,,SHM - Sertifikat Hak Milik,2012.0,"Muara Karang, Jakarta Utara",-6.11164,106.778,Rp,Miliar,"3,8"
1.0,1.0,,1.0,2.0,1.0,2.0,Semi Furnished,350 m²,338 m²,,SHM - Sertifikat Hak Milik,2010.0,"Pluit, Jakarta Utara",-6.11555,106.78378,Rp,Miliar,"7,5"
1.0,1.0,,,2.0,2.0,3.0,Semi Furnished,160 m²,120 m²,,SHM - Sertifikat Hak Milik,2015.0,"Pantai Indah Kapuk, Jakarta Utara",-6.12367,106.75318,Rp,Miliar,"4,4"
1.0,2.0,5500 Watt,1.0,3.0,4.0,4.0,Unfurnished,280 m²,102 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.136937199999999,106.8620891,Rp,Miliar,"4,9"
1.0,1.0,5500 Watt,,2.0,4.0,5.0,Unfurnished,560 m²,240 m²,,SHM - Sertifikat Hak Milik,,"Tanjung Duren, Jakarta Barat",-6.1713515,106.7839175,Rp,Miliar,"6,45"
1.0,1.0,4400 Watt,,2.0,3.0,4.0,Unfurnished,250 m²,185 m²,,SHM - Sertifikat Hak Milik,,"Green Ville, Jakarta Barat",-6.1679095,106.7712942,Rp,Miliar,"4,25"
,,,,,1.0,1.0,Unfurnished,21 m²,,,HGB - Hak Guna Bangunan,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.076946282216,106.71495362061,Rp,Juta,270
,,,,,1.0,1.0,Unfurnished,21 m²,,,HGB - Hak Guna Bangunan,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Juta,250
,,,,,1.0,1.0,Furnished,21 m²,,,HGB - Hak Guna Bangunan,,"Pantai Indah Kapuk 2, Jakarta Utara",-6.1026441,106.7411622,Rp,Juta,265
6.0,,23000 Watt,,2.0,16.0,16.0,Furnished,400 m²,285 m²,,SHM - Sertifikat Hak Milik,,"Tomang, Jakarta Barat",-6.1747751,106.7999513,Rp,Miliar,16
,1.0,,5.0,2.0,5.0,5.0,Furnished,900 m²,750 m²,,SHM - Sertifikat Hak Milik,2010.0,"Duren Sawit, Jakarta Timur",-6.2321915,106.9152021,Rp,Miliar,23
,1.0,13200 Watt,4.0,2.0,4.0,4.0,Unfurnished,550 m²,350 m²,,SHM - Sertifikat Hak Milik,2023.0,"Duren Sawit, Jakarta Timur",-6.2321915,106.9152021,Rp,Miliar,12
2.0,2.0,,2.0,2.0,5.0,5.0,Unfurnished,350 m²,536 m²,,SHM - Sertifikat Hak Milik,2010.0,"Lebak Bulus, Jakarta Selatan",-6.3031123,106.7794935,Rp,Miliar,17
2.0,2.0,5500 Watt,4.0,3.0,4.0,4.0,,603 m²,264 m²,,SHM - Sertifikat Hak Milik,2023.0,"Pondok Indah, Jakarta Selatan",-6.2775326,106.7794935,Rp,Miliar,"17,5"
1.0,1.0,,1.0,3.0,6.0,4.0,Semi Furnished,230 m²,90 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.136937199999999,106.8620891,Rp,Miliar,"3,8"
2.0,2.0,,1.0,2.0,3.0,6.0,Semi Furnished,250 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Taman Meruya, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"6,3"
2.0,1.0,2200 Watt,2.0,2.0,2.0,3.0,Unfurnished,103 m²,53 m²,,SHM - Sertifikat Hak Milik,,"Matraman, Jakarta Timur",-6.2018754,106.8688565,Rp,Miliar,"1,53"
2.0,1.0,,,2.0,3.0,3.0,Unfurnished,180 m²,195 m²,,"Lainnya (PPJB,Girik,Adat,dll)",2022.0,"Golf Island, Jakarta Utara",-6.091295568016,106.74452901516,Rp,Miliar,5
,,,,1.0,3.0,4.0,Unfurnished,300 m²,200 m²,,SHM - Sertifikat Hak Milik,,"Muara Karang, Jakarta Utara",-6.11164,106.778,Rp,Miliar,"4,7"
2.0,,4400 Watt,1.0,,4.0,4.0,Unfurnished,450 m²,377 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",,,Rp,Miliar,"12,8"
1.0,1.0,7700 Watt,1.0,2.0,3.0,4.0,Unfurnished,260 m²,300 m²,,SHM - Sertifikat Hak Milik,,"Tebet, Jakarta Selatan",-6.2251223,106.8549881,Rp,Miliar,"6,3"
,,,,,,,,,,,,,,-6.22584,106.85681,,,
1.0,1.0,,,2.0,3.0,3.0,Semi Furnished,155 m²,105 m²,,SHM - Sertifikat Hak Milik,2023.0,"Rawamangun, Jakarta Timur",-6.19669,106.88843,Rp,Miliar,"3,5"
2.0,1.0,,,2.0,3.0,3.0,Semi Furnished,250 m²,136 m²,,SHM - Sertifikat Hak Milik,,"Pantai Indah Kapuk, Jakarta Utara",-6.1026441,106.7411622,Rp,Miliar,"5,59"
,1.0,11000 Watt,,2.0,5.0,5.0,Semi Furnished,700 m²,400 m²,,SHM - Sertifikat Hak Milik,,"Sunter, Jakarta Utara",-6.136937199999999,106.8620891,Rp,Miliar,22
2.0,1.0,7700 Watt,2.0,2.0,6.0,6.0,Semi Furnished,400 m²,564 m²,,SHM - Sertifikat Hak Milik,,"Duren Sawit, Jakarta Timur",-6.243812084197998,106.91297912597656,Rp,Miliar,"12,5"
2.0,1.0,7700 Watt,2.0,1.0,4.0,4.0,Unfurnished,417 m²,417 m²,,SHM - Sertifikat Hak Milik,1990.0,"Kebayoran Baru, Jakarta Selatan",-6.242402076721191,106.79534912109375,Rp,Miliar,"23,5"
2.0,,,2.0,2.0,6.0,6.0,Semi Furnished,500 m²,423 m²,,SHM - Sertifikat Hak Milik,,"Kebayoran Lama, Jakarta Selatan",-6.2365997,106.7805858,Rp,Miliar,15
2.0,2.0,,2.0,2.0,2.0,3.0,Unfurnished,66 m²,75 m²,,SHM - Sertifikat Hak Milik,2024.0,"Cibubur, Jakarta Timur",-6.35611,106.89511,Rp,Juta,800
2.0,1.0,11000 Watt,3.0,2.0,3.0,3.0,Unfurnished,250 m²,287 m²,,SHM - Sertifikat Hak Milik,,"Tomang, Jakarta Barat",-6.1747751,106.7999513,Rp,Miliar,7
,,,,2.0,2.0,3.0,,120 m²,108 m²,,SHM - Sertifikat Hak Milik,,"Puri Media, Jakarta Barat",-6.1585001945495605,106.74700164794922,Rp,Miliar,3
2.0,,11000 Watt,4.0,3.0,4.0,4.0,Unfurnished,600 m²,250 m²,,SHM - Sertifikat Hak Milik,,"Intercon, Jakarta Barat",-6.2021846,106.7502816,Rp,Miliar,"12,7"
,,,,2.0,4.0,4.0,,650 m²,509 m²,,SHM - Sertifikat Hak Milik,,"Kuningan, Jakarta Selatan",-6.2212429,106.8256669,Rp,Miliar,35
2.0,1.0,,,,4.0,6.0,Unfurnished,216 m²,520 m²,,SHM - Sertifikat Hak Milik,1990.0,"Kebon Jeruk, Jakarta Barat",-6.18687,106.77643,Rp,Miliar,"7,5"
1.0,1.0,,,3.0,3.0,4.0,Unfurnished,130 m²,60 m²,,SHM - Sertifikat Hak Milik,2024.0,"Permata Buana, Jakarta Barat",-6.1585,106.747,Rp,Miliar,"2,96"
1.0,1.0,,,2.0,3.0,3.0,Unfurnished,220 m²,160 m²,,SHM - Sertifikat Hak Milik,,"Lebak Bulus, Jakarta Selatan",-6.31254,106.80421,Rp,Miliar,"5,3"
,1.0,,,2.0,1.0,2.0,Semi Furnished,55 m²,25 m²,,SHM - Sertifikat Hak Milik,2023.0,"Sunter, Jakarta Utara",-6.13717,106.86524,Rp,Juta,450
1.0,1.0,,1.0,2.0,3.0,4.0,Semi Furnished,94 m²,53 m²,,SHM - Sertifikat Hak Milik,2023.0,"Cempaka Putih, Jakarta Pusat",-6.18128,106.87535,Rp,Miliar,"2,4"
1.0,,2200 Watt,,2.0,2.0,2.0,,69 m²,102 m²,,HGB - Hak Guna Bangunan,,"Cakung, Jakarta Timur",-6.187507500000001,106.9593843,Rp,Miliar,"2,1"
